#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Peltigerales;family__Coccocarpiaceae;genus__Coccocarpia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__unknown;genus__Byssoloma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__unknown;genus__Bunodophoron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Stereocaulaceae;genus__Stereocaulon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Parmeliaceae;genus__Hypogymnia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Parmeliaceae;genus__Anzia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Micareaceae;genus__Micarea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Lecanorales;family__Lecanoraceae;genus__Rhizoplaca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Physciaceae;genus__Physcia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Caliciales;family__Caliciaceae;genus__Buellia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Lecanoromycetes;order__Acarosporales;family__Acarosporaceae;genus__Acarospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Laboulbeniomycetes;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Geoglossomycetes;order__Geoglossales;family__Geoglossaceae;genus__Geoglossum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Hydropunctaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Verrucariales;family__Verrucariaceae;genus__Bagliettoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Phaeomoniellales;family__IncertaeSedis;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__unknown;genus__Leucothecium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__Onygenaceae;genus__Aphanoascus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__IncertaeSedis;genus__Spiromastix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Onygenales;family__Ascosphaeraceae;genus__Ascosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Penicillium	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	3	0	0	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Eurotiales;family__Aspergillaceae;genus__Aspergillus	5	1	2	6	3	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	2	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__uncultured;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__Knufia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Trichomeriaceae;genus__Bradymyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Fonsecaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Exophiala	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Cladophialophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Herpotrichiellaceae;genus__Capronia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Cyphellophoraceae;genus__Cyphellophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Chaetothyriaceae;genus__Ceramothyrium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Eurotiomycetes;order__Chaetothyriales;family__Chaetothyriaceae;genus__Camptophora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	5	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__unknown;family__unknown;genus__Cenococcum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__uncultured;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Venturiales;family__Venturiaceae;genus__Venturia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__unknown	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	1	0	2	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Teichospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Herpotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Delitschia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Arthopyrenia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__unknown;genus__Anguillospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__uncultured;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Sporormiaceae;genus__Westerdykella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Sporormiaceae;genus__Preussia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Roussoellaceae;genus__Roussoella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Setosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Bipolaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Pleosporaceae;genus__Alternaria	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	4	2	2	1	1	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Phaeosphaeriaceae;genus__uncultured	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Phaeosphaeriaceae;genus__Ophiosphaerella	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Massarinaceae;genus__Helminthosporium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Leptosphaeriaceae;genus__Neophaeosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Leptosphaeriaceae;genus__Leptosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	4	0	1	6	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__IncertaeSedis;genus__unknown	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__IncertaeSedis;genus__uncultured	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymosphaeriaceae;genus__Bimuria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Ascomycota;class__Dothideomycetes;order__Pleosporales;family__Didymellaceae;genus__Phoma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
