#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Oxalobacter	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	12	7	5	2	2	8	7	7	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Oxalicibacterium	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	2	1	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Noviherbaspirillum	165	51	223	246	96	267	18	235	29	101	293	22	86	123	99	0	0	0	0	29	4	14	18	56	3	55	226	31	4	56	4	0	21	47	367	0	40	0	54	0	0	0	0	0	0	0	0	0	0	0	0	97	107	53	66	96	35	41	43	157	34	46	9	16	14	0	0	0	0	0	0	2	0	0	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Massilia	296	97	495	443	217	613	26	422	32	221	565	28	190	292	220	0	0	1	3	40	8	11	71	79	6	156	459	44	0	100	6	4	29	112	719	0	159	0	156	4	6	10	14	49	11	18	24	4	21	14	0	568	474	762	477	387	219	403	735	649	200	475	45	28	23	0	0	3	0	0	5	21	14	3	5
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Janthinobacterium	20	4	19	14	9	34	0	16	1	15	26	2	7	10	12	0	0	0	0	3	0	0	1	3	0	3	20	2	0	5	0	0	5	4	30	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	15	19	16	8	2	5	29	14	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Herminiimonas	3	2	6	3	2	13	1	11	3	2	9	2	4	3	8	0	0	0	0	2	7	1	0	3	2	1	5	0	1	2	0	0	2	2	16	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	32	22	32	23	8	21	16	12	28	8	12	1	0	0	0	0	0	0	0	0	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Herbaspirillum	4	1	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	0	0	2	2	5	2	1	0	0	9	7	1	0	0	0	1	0	8	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	11	7	7	2	4	1	2	7	15	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Glaciimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	1	1	1	0	0	1	12	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Duganella	1	0	2	1	2	0	1	1	0	1	3	1	0	3	7	0	0	0	0	4	21	4	0	3	6	2	7	3	12	3	0	0	2	0	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	55	87	45	81	56	37	58	186	56	48	128	1	3	1	0	0	0	0	0	0	2	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Collimonas	0	0	0	0	0	3	0	7	2	0	0	0	0	1	0	0	0	0	0	0	0	60	12	9	0	16	78	54	0	0	2	0	10	16	46	0	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	6	9	1	2	1	2	0	4	10	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__CM1G08	0	1	1	0	1	0	2	0	1	0	2	1	0	1	1	1	0	0	0	4	1	0	3	4	1	3	0	1	0	1	0	0	6	14	2	0	18	0	14	0	0	0	0	0	0	0	0	0	0	0	0	24	13	18	22	50	65	89	45	31	28	34	6	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Oxalobacteraceae;genus__Actimicrobium	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	5	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__uncultured	2	0	0	1	0	0	5	2	3	2	0	0	2	1	2	3	1	1	1	1	1	0	0	0	4	1	0	1	0	0	0	0	2	1	1	0	0	1	2	0	0	0	0	2	3	0	0	1	1	2	0	2	3	3	1	3	0	4	4	1	1	3	0	0	0	0	0	0	0	0	1	0	3	1	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__oc32	38	19	33	46	38	78	16	112	15	39	60	20	24	67	34	66	67	77	90	17	2	21	128	135	14	150	46	37	8	19	34	0	226	86	56	2	116	0	100	37	36	37	28	33	10	21	20	15	33	19	6	3	4	5	0	13	4	4	4	4	10	5	0	2	0	0	0	1	0	1	1	0	0	0	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__mle1-7	2	4	8	3	7	9	0	14	0	2	6	2	4	4	3	0	2	0	0	5	2	1	12	5	2	7	7	0	0	0	0	0	10	8	3	0	7	0	6	0	2	0	0	0	0	1	1	0	0	0	0	6	0	6	5	2	3	8	0	1	2	0	0	3	9	0	0	0	0	0	0	0	2	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__cr616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__Nitrosospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__Nitrosomonas	13	32	1	3	5	3	18	1	9	9	1	18	0	2	0	63	34	60	102	46	33	0	1	2	47	1	0	2	42	33	4	6	2	3	4	0	1	5	4	110	99	104	184	185	102	152	141	119	140	107	18	2	8	6	2	6	3	3	2	1	8	0	0	2	0	0	20	27	1	59	11	8	16	66	27
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__MND1	9	16	4	3	9	6	25	0	20	10	6	41	4	2	19	2	0	2	3	4	2	4	10	11	0	8	5	3	1	8	1	0	12	9	22	2	12	0	7	0	2	3	2	5	4	4	2	1	8	5	3	36	45	50	31	23	28	25	23	25	16	16	1	0	2	0	17	43	2	77	26	14	2	9	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__IS-44	1	0	0	2	2	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	5	3	0	4	1	0	0	0	0	0	5	5	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	8	7	0	2	1	11	1	8	2	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__GOUTA6	0	0	2	2	3	0	4	1	0	1	3	2	0	0	0	1	0	2	4	1	0	0	3	0	2	2	0	0	0	2	0	0	1	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	6	6	11	3	10	12	12	5	5	4	4	0	0	0	0	0	2	0	1	3	0	1	1	1
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__Ellin6067	63	43	53	30	84	43	56	39	68	78	67	41	32	58	105	12	8	6	11	46	17	2	43	45	21	47	2	6	11	55	10	3	66	58	7	3	69	1	49	11	8	4	10	10	21	13	9	15	13	13	0	52	30	39	53	39	28	64	30	19	16	18	4	64	28	0	5	5	0	2	1	0	0	6	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__DSSD61	3	1	7	3	2	9	0	12	0	4	4	1	3	11	5	0	0	0	0	0	0	2	14	4	0	5	2	3	1	0	2	0	10	9	1	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	4	1	4	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Nitrosomonadaceae;genus__966-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	5	0	5	3	0	0	0	0	0	2	10	3	0	4	0	3	0	0	0	0	1	0	0	0	0	2	2	0	9	1	3	12	0	2	6	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__unknown	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__uncultured	52	42	71	88	38	76	57	58	82	43	80	62	23	89	75	345	90	211	565	44	17	26	39	49	52	24	45	57	29	40	14	4	40	35	39	3	61	0	52	302	394	454	1195	1569	963	535	174	269	191	109	24	67	27	45	54	143	115	73	70	29	39	67	11	3	14	0	124	77	1	32	20	8	14	1	5
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Vitreoscilla	0	0	1	2	1	0	2	0	0	1	0	0	0	0	0	17	3	11	13	3	3	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	3	3	3	10	10	13	1	1	5	2	1	19	5	1	4	1	5	1	3	1	13	0	0	0	0	1	1	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Uruburuella	0	0	0	0	0	0	2	1	5	3	2	11	0	0	0	8	2	7	13	2	2	0	1	0	5	0	0	0	0	3	0	0	0	2	0	0	0	1	0	4	5	3	6	9	10	5	2	8	7	3	0	1	8	6	0	0	1	0	6	6	1	10	0	0	0	0	0	2	0	0	1	0	1	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Stenoxybacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Neisseria	0	2	0	0	1	0	1	0	1	0	0	1	0	0	0	2	0	0	3	1	1	0	1	1	1	1	0	1	1	0	0	0	2	4	1	0	0	0	2	0	0	2	2	0	10	0	2	0	4	5	0	0	7	0	0	2	1	3	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	2	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Kingella	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Neisseriaceae;genus__Alysiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__uncultured	6	0	1	1	2	3	4	3	0	1	0	1	0	4	3	0	0	0	0	1	0	2	5	10	1	5	5	3	0	1	1	0	1	4	5	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	9	7	11	3	3	4	4	4	8	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__UBA6140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__OM43clade	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	12	19	12	5	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__Methylovorus	0	0	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__Methylotenera	257	36	219	228	195	295	32	369	38	213	347	28	136	380	285	0	2	0	0	37	28	32	110	150	37	97	69	113	15	46	46	0	312	156	184	6	113	4	138	0	0	0	0	2	1	0	0	0	0	0	0	171	115	258	140	199	371	188	122	326	124	194	41	12	5	0	4	3	0	2	10	89	103	57	42
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__Methylophilus	19	2	15	9	7	9	2	11	0	15	19	3	6	12	18	0	0	0	0	0	3	2	4	8	0	4	2	10	0	5	1	0	17	9	9	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	9	26	9	11	18	17	9	14	3	9	2	1	0	0	0	0	0	0	3	0	2	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__Methylobacillus	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__MM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__MM1	0	0	0	2	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Methylophilaceae;genus__CandidatusMethylopumilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__MWH-UniP1aquaticgroup;genus__unknown	0	0	1	0	1	1	0	0	1	0	1	0	0	3	0	0	0	0	0	1	4	3	0	1	1	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Leeiaceae;genus__Leeia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__uncultured	0	14	1	1	4	2	30	0	9	6	0	13	0	1	4	56	44	51	74	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	4	1	0	0	4	0	0	6	0	0	2	0	3	7	1	1	1	5	2	3	1	2	4	0	0	0	0	0	2	0	0	0	0	0	1	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__Thiobacillus	3	0	2	2	1	1	0	3	1	5	0	5	1	3	1	1	3	0	3	0	0	1	1	1	0	1	0	0	1	1	2	0	5	2	0	0	12	0	4	0	0	1	0	2	0	0	2	0	0	2	0	9	6	12	20	9	5	10	1	4	1	5	0	0	0	0	1	0	0	2	3	3	1	4	3
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__Tepidiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__Sulfuritortus	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	7	12	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Hydrogenophilaceae;genus__Hydrogenophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__uncultured	1	0	2	2	0	4	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	5	5	1	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__Sideroxydans	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	8	8	5	8	0	0	1	2	2	0	0	1	0	1	0	0	0	3	1	1	0	0	0	1	6	2	4	7	7	2	1	15	3	12	6	0	7	16	17	19	15	22	7	14	11	8	3	0	0	0	0	1	2	0	2	0	0	0	2	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__Gallionella	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	1	0	2	0	1	0	5	2	3	2	1	0	1	0	0	24	13	38	20	26	23	16	15	17	15	16	2	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__Ferriphaselus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Gallionellaceae;genus__CandidatusNitrotoga	20	31	0	1	8	0	41	4	31	10	2	40	0	0	15	93	79	120	84	33	37	0	0	3	30	0	0	1	31	41	0	10	0	1	0	1	0	0	0	197	112	148	237	275	81	128	260	75	267	149	8	0	3	4	2	5	4	1	0	2	0	4	0	0	0	0	8	17	1	14	2	2	1	14	2
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Ferrovaceae;genus__Ferrovum	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Comamonadaceae;genus__unknown	14	9	5	12	11	28	7	15	13	3	7	3	5	4	7	19	22	36	17	7	4	3	17	15	1	24	12	3	9	18	4	0	27	16	19	0	16	0	13	9	4	2	2	4	8	2	3	7	3	12	1	13	11	3	7	16	2	12	10	8	10	6	0	13	4	0	0	5	1	2	2	1	1	2	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Comamonadaceae;genus__uncultured	201	150	183	183	217	297	171	414	162	215	301	148	125	330	219	337	369	298	280	118	111	155	370	311	124	319	366	208	88	275	73	9	418	455	628	13	469	9	395	48	53	46	77	75	106	95	113	106	104	86	23	203	126	185	190	340	517	258	340	446	141	290	16	214	252	14	98	106	18	82	116	83	40	48	42
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Comamonadaceae;genus__[Polyangium]brachysporumgroup	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Bacteria;phylum__Proteobacteria;class__Gammaproteobacteria;order__Burkholderiales;family__Comamonadaceae;genus__Zhizhongheella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
