#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Archaea;phylum__Iainarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	3	5	5	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Hydrothermarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Halobacterota	1	0	0	1	0	2	9	5	9	5	5	7	1	2	2	11	0	0	0	3	5	1	7	1	6	11	4	0	6	3	0	0	4	24	3	0	13	0	3	4	1	3	4	6	1	2	4	3	7	0	0	32	37	42	41	37	38	109	140	61	27	33	1	5	5	0	2	2	1	2	1	1	4	106	60
root__Root;domain__Archaea;phylum__Hadarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Euryarchaeota	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	6	3	1	5	1	3	0	0	2	1	2	1	0	6	1	1	1	3	1	3	1	5	1	5	3	6	3	13	9	9	12	6	1	16	3	0	12	12	8	10	19	5	24	53	21	11	22	2	0	2	0	0	0	1	0	0	0	1	2	0
root__Root;domain__Archaea;phylum__Crenarchaeota	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	4	6	2	16	12	5	15	6	0	2	5	5	0	22	11	11	0	19	0	13	0	0	0	0	3	0	1	0	0	0	0	0	63	109	56	47	36	26	56	44	41	34	43	3	4	2	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Archaea;phylum__Asgardarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Altiarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Archaea;phylum__Aenigmarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	1	5	0	10	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Unassigned	2370	2271	2322	2087	2021	3158	2030	2938	2012	2073	3084	1495	1072	2285	2103	1705	1980	1870	2118	2232	3556	2093	2235	2724	2554	2835	3763	2869	2551	2197	673	368	3273	3277	4904	164	3625	208	2890	2791	3327	2447	2398	2580	3072	2183	2454	2147	2466	2065	393	3634	5918	5781	5615	7099	6140	11000	7190	4895	14501	8038	463	13979	15820	4421	4726	3139	148	1814	3143	3910	3554	2895	2810
Unaligned	10830	9968	9967	10596	8197	12179	7143	9102	7790	9796	11685	5570	3813	8583	8412	5764	7271	5512	6420	12252	14322	9802	9965	11385	12394	11380	14651	14924	9902	9053	2980	1394	15895	12697	15215	784	15245	821	11092	3846	3950	3896	5136	6093	7596	6154	4679	6200	6339	5175	1105	8004	6788	8721	9708	12614	11778	11404	8111	8223	8567	8954	907	3769	4037	866	7939	5531	371	7500	2208	5773	4383	6876	4613
